2022-08-16 00:20:21,10.116854,-0.373280,0.806381,-40.100000,-3.600000,-31.400000,-0.109375,0.046875,-0.015625
2022-08-16 00:20:21,10.116854,-0.378066,0.784846,-40.100000,-3.500000,-30.600000,0.000000,0.062500,-0.031250
2022-08-16 00:20:22,10.104890,-0.370888,0.796810,-40.200000,-3.000000,-30.100000,0.000000,0.109375,-0.078125
2022-08-16 00:20:22,10.114461,-0.375673,0.789631,-39.800000,-3.100000,-30.400000,-0.187500,-0.046875,-0.031250
2022-08-16 00:20:22,10.121640,-0.378066,0.782453,-39.600000,-3.400000,-31.200000,-0.046875,0.031250,-0.031250
2022-08-16 00:20:22,10.121640,-0.380459,0.782453,-39.700000,-3.100000,-30.900000,0.000000,-0.015625,-0.031250
2022-08-16 00:20:22,10.128818,-0.373280,0.789631,-40.000000,-3.100000,-30.400000,-0.109375,-0.171875,0.046875
2022-08-16 00:20:22,10.133604,-0.380459,0.787239,-39.800000,-3.100000,-30.300000,-0.031250,-0.125000,0.093750
2022-08-16 00:20:22,10.126425,-0.378066,0.777667,-40.100000,-3.800000,-30.800000,-0.125000,-0.031250,-0.031250
2022-08-16 00:20:22,10.128818,-0.373280,0.794417,-39.800000,-3.400000,-31.100000,0.093750,-0.109375,0.046875
2022-08-16 00:20:22,10.102497,-0.378066,0.789631,-39.900000,-3.000000,-30.600000,0.031250,0.078125,0.000000
2022-08-16 00:20:22,10.107283,-0.378066,0.799203,-39.800000,-3.900000,-30.700000,-0.015625,0.015625,0.000000
2022-08-16 00:20:22,10.104890,-0.380459,0.803988,-40.000000,-3.400000,-31.000000,0.062500,-0.031250,-0.046875
2022-08-16 00:20:22,10.114461,-0.380459,0.796810,-39.500000,-3.200000,-30.900000,0.062500,0.109375,-0.062500
2022-08-16 00:20:22,10.116854,-0.380459,0.789631,-40.000000,-3.500000,-31.300000,0.015625,-0.062500,0.000000
2022-08-16 00:20:23,10.124032,-0.375673,0.794417,-40.000000,-4.200000,-30.700000,0.062500,0.078125,-0.031250
2022-08-16 00:20:23,10.107283,-0.375673,0.792024,-39.400000,-3.300000,-31.000000,0.062500,0.125000,-0.031250
