2021-07-12 21:00:00,0.569492,2.313859,10.138389,-1159.800000,-61.300000,-109.000000,79.625000,7.453125,7.312500
2021-07-12 21:00:01,1.368695,3.589234,9.253045,-1160.300000,-60.800000,-108.100000,0.000000,0.000000,0.000000
2021-07-12 21:00:01,0.562313,0.906880,10.837094,-1157.900000,-50.500000,-111.100000,-108.734375,4.812500,-8.687500
2021-07-12 21:00:01,-0.354138,-2.931208,11.815758,-1154.400000,-34.000000,-109.800000,-286.843750,58.984375,-7.109375
2021-07-12 21:00:01,-0.500100,-4.723432,11.011770,-1153.800000,-22.000000,-105.400000,-282.671875,45.953125,10.281250
2021-07-12 21:00:01,-0.217747,-3.885944,9.674182,-1156.400000,-22.800000,-107.700000,-144.671875,-12.968750,1.765625
2021-07-12 21:00:01,0.564706,-1.875973,8.425128,-1161.100000,-30.900000,-111.100000,8.921875,-55.718750,-15.328125
2021-07-12 21:00:01,1.131805,0.162712,7.735995,-1163.900000,-41.500000,-112.300000,95.359375,-43.687500,-9.828125
2021-07-12 21:00:01,0.638884,1.349552,8.276773,-1161.500000,-47.800000,-112.700000,79.625000,16.437500,-3.250000
2021-07-12 21:00:01,-0.145962,1.162912,9.336794,-1155.700000,-46.500000,-111.400000,-16.984375,71.578125,-9.421875
2021-07-12 21:00:01,-0.397209,-0.284746,10.066605,-1151.500000,-37.900000,-110.100000,-131.921875,80.031250,-11.531250
2021-07-12 21:00:01,-0.062213,-2.191826,9.925428,-1149.600000,-26.800000,-107.100000,-201.765625,45.046875,-9.093750
2021-07-12 21:00:01,0.461815,-3.168097,9.312866,-1152.100000,-20.500000,-104.200000,-185.328125,6.406250,-12.609375
2021-07-12 21:00:01,0.667598,-2.804388,9.403793,-1151.700000,-24.000000,-106.600000,-89.593750,0.312500,-13.187500
2021-07-12 21:00:02,0.066999,-0.418744,10.581062,-1151.300000,-31.200000,-109.100000,20.968750,18.000000,-7.421875
2021-07-12 21:00:02,-0.251246,0.906880,10.887343,-1151.800000,-36.100000,-110.000000,72.875000,23.593750,-6.968750
2021-07-12 21:00:02,0.064606,0.990629,10.504491,-1155.100000,-37.000000,-110.500000,-44.093750,-37.234375,0.718750
2021-07-12 21:00:02,0.622134,-0.181855,10.009177,-1158.400000,-32.600000,-111.100000,-124.515625,-44.031250,7.062500
2021-07-12 21:00:02,0.815953,-1.926222,10.143175,-1159.800000,-25.500000,-110.300000,-150.015625,-14.500000,5.859375
2021-07-12 21:00:02,0.468993,-3.096312,11.124232,-1158.700000,-20.900000,-106.400000,-99.000000,24.531250,3.859375
2021-07-12 21:00:02,0.136391,-2.689533,12.287144,-1157.500000,-23.600000,-107.200000,-0.515625,39.625000,3.515625
2021-07-12 21:00:02,0.100499,-0.823131,12.368500,-1156.400000,-30.700000,-109.600000,69.500000,23.781250,4.484375
2021-07-12 21:00:02,0.313460,0.509671,11.303694,-1157.500000,-36.900000,-110.400000,52.109375,1.281250,5.984375
2021-07-12 21:00:02,0.313460,0.000000,9.939785,-1158.300000,-37.100000,-110.900000,-26.843750,-5.578125,0.015625
2021-07-12 21:00:02,0.160319,-0.811167,9.396614,-1159.200000,-32.200000,-111.300000,-96.171875,-1.265625,-10.125000
2021-07-12 21:00:02,0.236889,-1.313660,8.752945,-1160.200000,-26.800000,-110.600000,-119.859375,-0.015625,-14.921875
2021-07-12 21:00:03,0.440279,-1.445265,8.271988,-1160.200000,-23.000000,-109.200000,-104.281250,0.250000,-13.875000
2021-07-12 21:00:03,0.507278,-1.330409,8.142775,-1159.800000,-22.900000,-108.700000,-66.484375,11.031250,-5.671875
2021-07-12 21:00:03,0.368495,-0.770489,9.016156,-1156.800000,-24.200000,-109.700000,-27.000000,33.734375,10.875000
2021-07-12 21:00:03,0.112463,-0.497707,10.176675,-1153.400000,-26.900000,-108.200000,-6.015625,52.359375,26.703125
2021-07-12 21:00:03,-0.014357,-0.468993,10.633704,-1150.900000,-28.700000,-108.500000,-13.015625,46.781250,31.859375
2021-07-12 21:00:03,-0.050249,-0.969093,11.009377,-1151.300000,-28.400000,-106.800000,-38.343750,14.140625,24.343750
2021-07-12 21:00:03,0.078963,-1.239482,10.887343,-1153.500000,-26.700000,-107.200000,-58.953125,-23.015625,7.953125
2021-07-12 21:00:03,0.662812,-1.710868,10.916057,-1156.200000,-26.100000,-108.500000,-50.078125,-33.718750,-2.531250
2021-07-12 21:00:03,0.748953,-1.555335,11.593225,-1156.900000,-29.700000,-109.200000,-7.343750,-12.109375,7.203125
2021-07-12 21:00:03,0.344566,-0.808774,12.086147,-1155.200000,-35.300000,-109.500000,36.421875,15.453125,22.390625
