2020,11,16,11,36,0,   5.1560000000
2020,11,16,11,36,1,   5.1480000000
2020,11,16,11,36,1,   5.1480000000
2020,11,16,11,36,1,   5.1480000000
2020,11,16,11,36,1,   5.1480000000
2020,11,16,11,36,2,   5.1480000000
2020,11,16,11,36,2,   5.1480000000
2020,11,16,11,36,2,   5.1480000000
2020,11,16,11,36,3,   5.1440000000
2020,11,16,11,36,3,   5.1480000000
2020,11,16,11,36,3,   5.1480000000
2020,11,16,11,36,3,   5.1560000000
2020,11,16,11,36,4,   5.1480000000
2020,11,16,11,36,4,   5.1480000000
2020,11,16,11,36,4,   5.1480000000
2020,11,16,11,36,4,   5.1480000000
2020,11,16,11,36,5,   5.1480000000
2020,11,16,11,36,5,   5.1480000000
2020,11,16,11,36,5,   5.1480000000
2020,11,16,11,36,5,   5.1480000000
2020,11,16,11,36,6,   5.1520000000
2020,11,16,11,36,6,   5.1440000000
2020,11,16,11,36,6,   5.1440000000
2020,11,16,11,36,7,   5.1480000000
2020,11,16,11,36,7,   5.1480000000
2020,11,16,11,36,7,   5.1480000000
2020,11,16,11,36,7,   5.1480000000
2020,11,16,11,36,8,   5.1560000000
2020,11,16,11,36,8,   5.1480000000
2020,11,16,11,36,8,   5.1520000000
2020,11,16,11,36,8,   5.1480000000
2020,11,16,11,36,9,   5.1480000000
2020,11,16,11,36,9,   5.1520000000
2020,11,16,11,36,9,   5.1480000000
2020,11,16,11,36,9,   5.1480000000
2020,11,16,11,36,10,   5.1280000000
2020,11,16,11,36,10,   5.1520000000
2020,11,16,11,36,10,   5.1480000000
2020,11,16,11,36,11,   5.1520000000
2020,11,16,11,36,11,   5.1480000000
2020,11,16,11,36,11,   5.1520000000
2020,11,16,11,36,11,   5.1480000000
2020,11,16,11,36,12,   5.1480000000
2020,11,16,11,36,12,   5.1440000000
2020,11,16,11,36,12,   5.1560000000
2020,11,16,11,36,12,   5.1400000000
2020,11,16,11,36,13,   5.1480000000
2020,11,16,11,36,13,   5.1480000000
2020,11,16,11,36,13,   5.1520000000
2020,11,16,11,36,13,   5.1520000000
2020,11,16,11,36,14,   5.1520000000
2020,11,16,11,36,14,   5.1440000000
2020,11,16,11,36,14,   5.1480000000
2020,11,16,11,36,15,   5.1480000000
2020,11,16,11,36,15,   5.1400000000
2020,11,16,11,36,15,   5.1480000000
2020,11,16,11,36,15,   5.1520000000
2020,11,16,11,36,16,   5.1480000000
2020,11,16,11,36,16,   5.1480000000
2020,11,16,11,36,16,   5.1440000000
2020,11,16,11,36,16,   5.1520000000
2020,11,16,11,36,17,   5.1480000000
2020,11,16,11,36,17,   5.1400000000
2020,11,16,11,36,17,   5.1520000000
2020,11,16,11,36,18,   5.1520000000
2020,11,16,11,36,18,   5.1480000000
2020,11,16,11,36,18,   5.1560000000
2020,11,16,11,36,18,   5.1560000000
2020,11,16,11,36,19,   5.1440000000
2020,11,16,11,36,19,   5.1520000000
2020,11,16,11,36,19,   5.1520000000
2020,11,16,11,36,19,   5.1480000000
2020,11,16,11,36,20,   5.1480000000
2020,11,16,11,36,20,   5.1480000000
2020,11,16,11,36,20,   5.1520000000
2020,11,16,11,36,20,   5.1440000000
2020,11,16,11,36,21,   5.1480000000
2020,11,16,11,36,21,   5.1360000000
2020,11,16,11,36,21,   5.1520000000
2020,11,16,11,36,22,   5.1440000000
2020,11,16,11,36,22,   5.1520000000
2020,11,16,11,36,22,   5.1480000000
2020,11,16,11,36,22,   5.1480000000
2020,11,16,11,36,23,   5.1440000000
2020,11,16,11,36,23,   5.1480000000
2020,11,16,11,36,23,   5.1560000000
2020,11,16,11,36,23,   5.1440000000
2020,11,16,11,36,24,   5.1440000000
2020,11,16,11,36,24,   5.1480000000
2020,11,16,11,36,24,   5.1520000000
2020,11,16,11,36,24,   5.1480000000
2020,11,16,11,36,25,   5.1480000000
2020,11,16,11,36,25,   5.1440000000
2020,11,16,11,36,25,   5.1560000000
2020,11,16,11,36,26,   5.1480000000
2020,11,16,11,36,26,   5.1480000000
2020,11,16,11,36,26,   5.1480000000
2020,11,16,11,36,26,   5.1480000000
2020,11,16,11,36,27,   5.1480000000
2020,11,16,11,36,27,   5.1480000000
2020,11,16,11,36,27,   5.1480000000
2020,11,16,11,36,27,   5.1480000000
2020,11,16,11,36,28,   5.1480000000
2020,11,16,11,36,28,   5.1480000000
2020,11,16,11,36,28,   5.1480000000
2020,11,16,11,36,28,   5.1480000000
2020,11,16,11,36,29,   5.1480000000
2020,11,16,11,36,29,   5.1440000000
2020,11,16,11,36,29,   5.1480000000
2020,11,16,11,36,30,   5.1520000000
2020,11,16,11,36,30,   5.1480000000
2020,11,16,11,36,30,   5.1520000000
2020,11,16,11,36,30,   5.1480000000
2020,11,16,11,36,31,   5.1440000000
2020,11,16,11,36,31,   5.1440000000
2020,11,16,11,36,31,   5.1520000000
2020,11,16,11,36,31,   5.1480000000
2020,11,16,11,36,32,   5.1440000000
2020,11,16,11,36,32,   5.1480000000
2020,11,16,11,36,32,   5.1560000000
2020,11,16,11,36,32,   5.1480000000
2020,11,16,11,36,33,   5.1520000000
2020,11,16,11,36,33,   5.1560000000
2020,11,16,11,36,33,   5.1480000000
2020,11,16,11,36,33,   5.1520000000
2020,11,16,11,36,34,   5.1480000000
2020,11,16,11,36,34,   5.1520000000
2020,11,16,11,36,34,   5.1480000000
2020,11,16,11,36,35,   5.1480000000
2020,11,16,11,36,35,   5.1520000000
2020,11,16,11,36,35,   5.1480000000
2020,11,16,11,36,35,   5.1520000000
2020,11,16,11,36,36,   5.1440000000
2020,11,16,11,36,36,   5.1440000000
2020,11,16,11,36,36,   5.1480000000
2020,11,16,11,36,36,   5.1520000000
2020,11,16,11,36,37,   5.1520000000
2020,11,16,11,36,37,   5.1480000000
2020,11,16,11,36,37,   5.1520000000
2020,11,16,11,36,38,   5.1440000000
2020,11,16,11,36,38,   5.1440000000
2020,11,16,11,36,38,   5.1480000000
2020,11,16,11,36,38,   5.1520000000
2020,11,16,11,36,39,   5.1440000000
2020,11,16,11,36,39,   5.1560000000
2020,11,16,11,36,39,   5.1480000000
2020,11,16,11,36,39,   5.1480000000
2020,11,16,11,36,40,   5.1520000000
2020,11,16,11,36,40,   5.1440000000
2020,11,16,11,36,40,   5.1480000000
2020,11,16,11,36,40,   5.1480000000
2020,11,16,11,36,41,   5.1480000000
2020,11,16,11,36,41,   5.1440000000
2020,11,16,11,36,41,   5.1520000000
2020,11,16,11,36,41,   5.1560000000
2020,11,16,11,36,42,   5.1480000000
2020,11,16,11,36,42,   5.1480000000
2020,11,16,11,36,42,   5.1560000000
2020,11,16,11,36,43,   5.1480000000
2020,11,16,11,36,43,   5.1440000000
2020,11,16,11,36,43,   5.1480000000
2020,11,16,11,36,43,   5.1520000000
2020,11,16,11,36,44,   5.1480000000
2020,11,16,11,36,44,   5.1480000000
2020,11,16,11,36,44,   5.1520000000
2020,11,16,11,36,44,   5.1440000000
2020,11,16,11,36,45,   5.1480000000
2020,11,16,11,36,45,   5.1600000000
2020,11,16,11,36,45,   5.1520000000
2020,11,16,11,36,45,   5.1480000000
2020,11,16,11,36,46,   5.1480000000
2020,11,16,11,36,46,   5.1440000000
