[INFO] [32.188] - Start new burst interval
[INFO] [32.188] - Volt file: /home/pi/microSWIFT/data/006_Volt_16Nov2020_20:30:00UTC_burst_3.dat
[INFO] [32.217] - num sample: 0, num sample needed: 360
[INFO] [33.239] - num sample: 1, num sample needed: 360
[INFO] [34.264] - num sample: 2, num sample needed: 360
[INFO] [35.288] - num sample: 3, num sample needed: 360
[INFO] [36.308] - num sample: 4, num sample needed: 360
[INFO] [37.325] - num sample: 5, num sample needed: 360
[INFO] [38.341] - num sample: 6, num sample needed: 360
[INFO] [39.349] - num sample: 7, num sample needed: 360
[INFO] [40.361] - num sample: 8, num sample needed: 360
[INFO] [41.373] - num sample: 9, num sample needed: 360
[INFO] [42.395] - num sample: 10, num sample needed: 360
[INFO] [43.415] - num sample: 11, num sample needed: 360
[INFO] [44.436] - num sample: 12, num sample needed: 360
[INFO] [45.455] - num sample: 13, num sample needed: 360
[INFO] [46.475] - num sample: 14, num sample needed: 360
[INFO] [47.495] - num sample: 15, num sample needed: 360
[INFO] [48.504] - num sample: 16, num sample needed: 360
[INFO] [49.515] - num sample: 17, num sample needed: 360
[INFO] [50.528] - num sample: 18, num sample needed: 360
[INFO] [51.540] - num sample: 19, num sample needed: 360
[INFO] [52.567] - num sample: 20, num sample needed: 360
[INFO] [53.595] - num sample: 21, num sample needed: 360
[INFO] [54.615] - num sample: 22, num sample needed: 360
[INFO] [55.637] - num sample: 23, num sample needed: 360
[INFO] [56.655] - num sample: 24, num sample needed: 360
[INFO] [57.679] - num sample: 25, num sample needed: 360
[INFO] [58.696] - num sample: 26, num sample needed: 360
[INFO] [59.735] - num sample: 27, num sample needed: 360
[INFO] [60.777] - num sample: 28, num sample needed: 360
[INFO] [61.798] - num sample: 29, num sample needed: 360
[INFO] [62.824] - num sample: 30, num sample needed: 360
[INFO] [63.838] - num sample: 31, num sample needed: 360
[INFO] [64.853] - num sample: 32, num sample needed: 360
[INFO] [65.865] - num sample: 33, num sample needed: 360
[INFO] [66.886] - num sample: 34, num sample needed: 360
[INFO] [67.916] - num sample: 35, num sample needed: 360
[INFO] [68.940] - num sample: 36, num sample needed: 360
[INFO] [69.964] - num sample: 37, num sample needed: 360
[INFO] [70.991] - num sample: 38, num sample needed: 360
[INFO] [72.015] - num sample: 39, num sample needed: 360
[INFO] [73.035] - num sample: 40, num sample needed: 360
[INFO] [74.056] - num sample: 41, num sample needed: 360
[INFO] [75.078] - num sample: 42, num sample needed: 360
[INFO] [76.087] - num sample: 43, num sample needed: 360
[INFO] [77.115] - num sample: 44, num sample needed: 360
[INFO] [78.137] - num sample: 45, num sample needed: 360
