[INFO] [325.680] - FileName: /home/pi/microSWIFT/data/006_Temp_21Sep2020_12:48:00UTC_burst_12.dat
[INFO] [325.686] - num sample: 0, num sample needed: 2048
[INFO] [325.938] - num sample: 1, num sample needed: 2048
[INFO] [326.191] - num sample: 2, num sample needed: 2048
[INFO] [326.443] - num sample: 3, num sample needed: 2048
[INFO] [326.695] - num sample: 4, num sample needed: 2048
[INFO] [326.948] - num sample: 5, num sample needed: 2048
[INFO] [327.200] - num sample: 6, num sample needed: 2048
[INFO] [327.453] - num sample: 7, num sample needed: 2048
[INFO] [327.705] - num sample: 8, num sample needed: 2048
[INFO] [327.958] - num sample: 9, num sample needed: 2048
[INFO] [328.210] - num sample: 10, num sample needed: 2048
[INFO] [328.461] - num sample: 11, num sample needed: 2048
[INFO] [328.713] - num sample: 12, num sample needed: 2048
[INFO] [328.965] - num sample: 13, num sample needed: 2048
[INFO] [329.218] - num sample: 14, num sample needed: 2048
[INFO] [329.470] - num sample: 15, num sample needed: 2048
[INFO] [329.722] - num sample: 16, num sample needed: 2048
[INFO] [329.975] - num sample: 17, num sample needed: 2048
[INFO] [330.227] - num sample: 18, num sample needed: 2048
[INFO] [330.480] - num sample: 19, num sample needed: 2048
[INFO] [330.732] - num sample: 20, num sample needed: 2048
[INFO] [330.985] - num sample: 21, num sample needed: 2048
[INFO] [331.237] - num sample: 22, num sample needed: 2048
[INFO] [331.489] - num sample: 23, num sample needed: 2048
[INFO] [331.742] - num sample: 24, num sample needed: 2048
[INFO] [331.994] - num sample: 25, num sample needed: 2048
[INFO] [332.246] - num sample: 26, num sample needed: 2048
[INFO] [332.499] - num sample: 27, num sample needed: 2048
[INFO] [332.751] - num sample: 28, num sample needed: 2048
[INFO] [333.004] - num sample: 29, num sample needed: 2048
[INFO] [333.261] - num sample: 30, num sample needed: 2048
[INFO] [333.513] - num sample: 31, num sample needed: 2048
[INFO] [333.765] - num sample: 32, num sample needed: 2048
[INFO] [334.017] - num sample: 33, num sample needed: 2048
[INFO] [334.268] - num sample: 34, num sample needed: 2048
[INFO] [334.521] - num sample: 35, num sample needed: 2048
[INFO] [334.773] - num sample: 36, num sample needed: 2048
[INFO] [335.026] - num sample: 37, num sample needed: 2048
[INFO] [335.278] - num sample: 38, num sample needed: 2048
[INFO] [335.530] - num sample: 39, num sample needed: 2048
[INFO] [335.783] - num sample: 40, num sample needed: 2048
[INFO] [336.035] - num sample: 41, num sample needed: 2048
[INFO] [336.288] - num sample: 42, num sample needed: 2048
[INFO] [336.541] - num sample: 43, num sample needed: 2048
[INFO] [336.794] - num sample: 44, num sample needed: 2048
[INFO] [337.045] - num sample: 45, num sample needed: 2048
[INFO] [337.297] - num sample: 46, num sample needed: 2048
[INFO] [337.548] - num sample: 47, num sample needed: 2048
[INFO] [337.801] - num sample: 48, num sample needed: 2048
[INFO] [338.054] - num sample: 49, num sample needed: 2048
[INFO] [338.346] - num sample: 50, num sample needed: 2048
[INFO] [338.598] - num sample: 51, num sample needed: 2048
[INFO] [338.850] - num sample: 52, num sample needed: 2048
[INFO] [339.102] - num sample: 53, num sample needed: 2048
[INFO] [339.354] - num sample: 54, num sample needed: 2048
[INFO] [339.606] - num sample: 55, num sample needed: 2048
[INFO] [339.858] - num sample: 56, num sample needed: 2048
[INFO] [340.110] - num sample: 57, num sample needed: 2048
[INFO] [340.363] - num sample: 58, num sample needed: 2048
[INFO] [340.624] - num sample: 59, num sample needed: 2048
[INFO] [340.876] - num sample: 60, num sample needed: 2048
[INFO] [341.128] - num sample: 61, num sample needed: 2048
[INFO] [341.379] - num sample: 62, num sample needed: 2048
[INFO] [341.631] - num sample: 63, num sample needed: 2048
[INFO] [341.883] - num sample: 64, num sample needed: 2048
[INFO] [342.136] - num sample: 65, num sample needed: 2048
[INFO] [342.388] - num sample: 66, num sample needed: 2048
[INFO] [342.641] - num sample: 67, num sample needed: 2048
[INFO] [342.893] - num sample: 68, num sample needed: 2048
[INFO] [343.145] - num sample: 69, num sample needed: 2048
[INFO] [343.398] - num sample: 70, num sample needed: 2048
[INFO] [343.650] - num sample: 71, num sample needed: 2048
[INFO] [343.902] - num sample: 72, num sample needed: 2048
[INFO] [344.154] - num sample: 73, num sample needed: 2048
[INFO] [344.406] - num sample: 74, num sample needed: 2048
[INFO] [344.658] - num sample: 75, num sample needed: 2048
[INFO] [344.910] - num sample: 76, num sample needed: 2048
[INFO] [345.163] - num sample: 77, num sample needed: 2048
[INFO] [345.415] - num sample: 78, num sample needed: 2048
[INFO] [345.668] - num sample: 79, num sample needed: 2048
[INFO] [345.920] - num sample: 80, num sample needed: 2048
[INFO] [346.172] - num sample: 81, num sample needed: 2048
[INFO] [346.425] - num sample: 82, num sample needed: 2048
[INFO] [346.677] - num sample: 83, num sample needed: 2048
[INFO] [346.930] - num sample: 84, num sample needed: 2048
[INFO] [347.182] - num sample: 85, num sample needed: 2048
[INFO] [347.435] - num sample: 86, num sample needed: 2048
[INFO] [347.687] - num sample: 87, num sample needed: 2048
[INFO] [347.939] - num sample: 88, num sample needed: 2048
[INFO] [348.191] - num sample: 89, num sample needed: 2048
[INFO] [348.448] - num sample: 90, num sample needed: 2048
[INFO] [348.701] - num sample: 91, num sample needed: 2048
[INFO] [348.953] - num sample: 92, num sample needed: 2048
[INFO] [349.204] - num sample: 93, num sample needed: 2048
[INFO] [349.456] - num sample: 94, num sample needed: 2048
[INFO] [349.708] - num sample: 95, num sample needed: 2048
[INFO] [349.959] - num sample: 96, num sample needed: 2048
[INFO] [350.212] - num sample: 97, num sample needed: 2048
[INFO] [350.464] - num sample: 98, num sample needed: 2048
[INFO] [350.716] - num sample: 99, num sample needed: 2048
[INFO] [350.969] - num sample: 100, num sample needed: 2048
[INFO] [351.221] - num sample: 101, num sample needed: 2048
[INFO] [351.474] - num sample: 102, num sample needed: 2048
[INFO] [351.726] - num sample: 103, num sample needed: 2048
[INFO] [351.978] - num sample: 104, num sample needed: 2048
[INFO] [352.231] - num sample: 105, num sample needed: 2048
[INFO] [352.484] - num sample: 106, num sample needed: 2048
[INFO] [352.736] - num sample: 107, num sample needed: 2048
[INFO] [352.988] - num sample: 108, num sample needed: 2048
[INFO] [353.241] - num sample: 109, num sample needed: 2048
[INFO] [353.495] - num sample: 110, num sample needed: 2048
[INFO] [353.748] - num sample: 111, num sample needed: 2048
[INFO] [354.000] - num sample: 112, num sample needed: 2048
[INFO] [354.253] - num sample: 113, num sample needed: 2048
[INFO] [354.505] - num sample: 114, num sample needed: 2048
[INFO] [354.758] - num sample: 115, num sample needed: 2048
